1985	7	2	131284.512849664	0.1
1986	7	2	129876.123656478	0.1
1987	7	2	127074.512478139	0.1
1988	7	2	120887.340578448	0.1
1989	7	2	114713.576782172	0.1
1990	7	2	113468.993883434	0.1
1991	7	2	113155.386066925	0.1
1992	7	2	114024.4390064	0.1
1993	7	2	113620.517751513	0.1
1994	7	2	110113.550623514	0.1
1995	7	2	93926.0865550756	0.1
1996	7	2	78131.8577292482	0.1
1997	7	2	73514.8612646002	0.1
1998	7	2	70114.4676486637	0.1
1999	7	2	71910.4739691134	0.1
2000	7	2	75154.2315121987	0.1
2001	7	2	78889.1434659141	0.1
2002	7	2	78539.3927209277	0.1
2003	7	2	83377.8013921316	0.1
2004	7	2	85659.0663998485	0.1
2005	7	2	58108.7366905227	0.1
2006	7	2	37100.2847639946	0.1
2007	7	2	39518.6022829104	0.1
2008	7	2	52707.3261562842	0.1
2009	7	2	64511.4110587176	0.1
2010	7	2	74697.7983266994	0.1
2011	7	2	82133.0161138588	0.1
2012	7	2	75186.8551928339	0.1
2013	7	2	70227.73635593	0.1
2014	7	2	78312.6797443644	0.1
2015	7	2	84208.7074370158	0.1
2016	7	2	80561.6830079791	0.1
2017	7	2	78532.9411712824	0.1
2018	7	2	75541.6416707749	0.1
2019	7	2	67660.5433611095	0.1
2020	7	2	67438.3739265916	0.1
1985	7	3	6902.90532361516	0.1
1986	7	3	5246.2322920228	0.1
1987	7	3	4281.89666124517	0.1
1988	7	3	4227.60837100331	0.1
1989	7	3	4424.61493286169	0.1
1990	7	3	4399.83081254946	0.1
1991	7	3	4165.48385180811	0.1
1992	7	3	3997.3118459309	0.1
1993	7	3	3451.38795743205	0.1
1994	7	3	3421.17628736826	0.1
1995	7	3	2828.19819895332	0.1
1996	7	3	2393.72671019205	0.1
1997	7	3	1364.05180766711	0.1
1998	7	3	1400.42507032621	0.1
1999	7	3	1684.1192676452	0.1
2000	7	3	1852.94680968863	0.1
2001	7	3	1994.35247139962	0.1
2002	7	3	2028.81308020287	0.1
2003	7	3	2134.94296818599	0.1
2004	7	3	2186.53499543981	0.1
2005	7	3	1710.0169251578	0.1
2006	7	3	813.99073910281	0.1
2007	7	3	678.565721050255	0.1
2008	7	3	706.631818003235	0.1
2009	7	3	846.801645286555	0.1
2010	7	3	1126.99665840708	0.1
2011	7	3	1404.3939496483	0.1
2012	7	3	1545.75577927367	0.1
2013	7	3	1498.44825855519	0.1
2014	7	3	1510.67800494988	0.1
2015	7	3	1604.7055030254	0.1
2016	7	3	1675.82208177082	0.1
2017	7	3	1805.11403504772	0.1
2018	7	3	1820.43366354156	0.1
2019	7	3	1402.8578888716	0.1
2020	7	3	1285.19839233377	0.1
-9999	1	1	1	1
